user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
5481,20,5.66,3.78,7.89,9.73,1.76,53.45,High,YouTube Shorts
5482,35,4.84,9.91,7.16,1.04,1.46,60.18,Medium,TikTok
5483,43,1.22,4.99,5.12,9.12,9.68,47.96,Low,YouTube Shorts
5484,34,0.95,3.35,7.71,4.9,7.48,94.81,Medium,TikTok
5485,17,0.61,6.23,4.71,6.98,5.55,77.31,Low,TikTok
5486,33,3.96,2.91,8.11,8.66,1.97,92.52,Medium,YouTube Shorts
5487,36,3.96,4.63,7.97,6.16,5.73,80.92,Medium,YouTube Shorts
5488,29,5.93,5.71,8.86,1.88,3.88,99.52,High,YouTube Shorts
5489,18,2.69,10.52,4.75,2.27,3.44,71.51,Medium,TikTok
5490,42,2.33,9.93,8.53,8.1,6.56,43.23,Medium,Instagram Reels
5491,26,3.93,6.43,5.71,3.06,8.12,49.65,Low,Instagram Reels
5492,20,5.04,9.25,6.08,6.12,4.99,75.31,Low,TikTok
5493,33,5.65,7.69,6.34,4.85,5.44,60.86,Medium,TikTok
5494,18,4.92,5.41,7.13,3.73,6.86,46.77,High,TikTok
5495,29,2.85,9.26,8.97,8.08,2.12,54.29,High,YouTube Shorts
5496,23,3.99,8.83,7.0,7.58,8.46,68.47,Low,YouTube Shorts
5497,19,5.21,8.19,8.63,6.81,8.53,71.09,Low,YouTube Shorts
5498,27,3.2,8.18,5.28,4.35,5.87,96.07,High,Instagram Reels
5499,37,1.69,8.83,5.99,3.04,2.69,45.44,Low,YouTube Shorts
5500,40,1.43,5.85,6.52,5.64,5.51,61.47,Low,Instagram Reels
5501,32,0.5,10.69,5.61,8.35,1.95,70.36,Low,YouTube Shorts
5502,44,4.45,3.62,8.88,6.18,7.87,46.8,High,Instagram Reels
5503,44,1.11,10.84,7.63,9.73,3.8,81.27,High,TikTok
5504,19,1.84,5.42,6.39,1.14,3.8,70.9,Medium,TikTok
5505,39,2.14,3.25,7.76,9.99,9.51,67.57,Low,TikTok
5506,30,3.58,8.0,6.34,7.22,4.8,79.36,Medium,Instagram Reels
5507,41,2.69,5.76,4.09,8.49,8.11,57.27,Medium,Instagram Reels
5508,33,4.21,10.15,6.72,4.01,6.73,60.36,Medium,YouTube Shorts
5509,28,0.81,6.31,7.13,5.58,3.85,49.76,Low,Instagram Reels
5510,39,1.18,8.69,8.91,8.17,2.11,71.42,High,Instagram Reels
5511,44,3.25,5.08,4.2,7.85,8.18,62.34,Low,YouTube Shorts
5512,30,2.35,4.09,6.56,4.01,7.86,55.62,High,Instagram Reels
5513,41,2.13,5.88,4.49,3.92,2.52,47.48,Low,Instagram Reels
5514,29,0.87,8.07,4.74,6.97,3.24,41.39,High,TikTok
5515,36,5.43,8.57,7.05,9.4,7.9,51.6,Medium,YouTube Shorts
5516,18,4.31,7.78,5.16,4.95,9.85,54.85,Low,TikTok
5517,21,1.17,11.88,7.75,4.18,8.59,69.13,High,Instagram Reels
5518,30,0.86,8.91,6.57,9.05,7.16,54.46,Medium,YouTube Shorts
5519,38,5.86,11.32,5.09,7.15,9.24,89.06,Medium,YouTube Shorts
5520,36,4.25,3.18,6.47,4.49,3.57,68.45,Medium,TikTok
5521,35,2.8,2.61,4.0,1.52,1.09,77.43,Medium,TikTok
5522,36,4.36,5.11,8.31,7.49,3.89,52.48,High,TikTok
5523,35,4.66,3.37,4.06,4.18,9.75,64.97,High,YouTube Shorts
5524,22,4.79,7.26,4.04,1.64,8.94,76.17,Medium,YouTube Shorts
5525,31,3.13,7.19,7.06,6.51,1.45,58.66,Medium,YouTube Shorts
5526,30,2.86,7.75,8.87,3.91,5.52,60.17,Medium,YouTube Shorts
5527,41,0.56,9.45,8.28,4.05,1.71,88.45,Medium,Instagram Reels
5528,37,5.6,11.71,5.26,5.31,8.1,90.23,Medium,TikTok
5529,24,3.82,10.78,4.98,7.46,4.35,71.98,Low,YouTube Shorts
5530,24,1.62,3.18,7.13,3.49,9.21,93.78,High,Instagram Reels
5531,41,5.56,5.39,8.11,1.73,1.49,84.2,High,TikTok
5532,16,5.53,4.56,5.81,4.82,7.61,43.32,Low,YouTube Shorts
5533,44,5.94,3.77,6.16,1.49,4.59,73.57,High,Instagram Reels
5534,23,5.31,7.45,4.58,7.28,3.41,81.87,Medium,YouTube Shorts
5535,31,5.99,7.53,4.76,9.63,5.66,72.45,High,Instagram Reels
5536,25,1.85,4.27,6.84,6.93,5.37,89.92,Medium,TikTok
5537,24,5.13,9.12,4.51,3.48,4.14,58.05,High,Instagram Reels
5538,36,5.03,9.33,5.01,2.64,6.84,43.93,Low,TikTok
5539,39,1.77,2.21,5.17,3.1,6.95,78.02,High,Instagram Reels
5540,31,1.04,5.96,6.22,2.99,1.69,83.85,Medium,Instagram Reels
5541,18,5.89,10.9,4.23,3.82,6.36,85.92,Low,YouTube Shorts
5542,30,2.13,7.2,6.5,1.88,7.4,40.66,Medium,Instagram Reels
5543,34,5.29,5.48,8.64,9.06,1.68,80.4,High,YouTube Shorts
5544,29,0.52,4.54,4.12,8.97,6.93,41.24,Low,TikTok
5545,39,0.62,4.43,7.15,6.54,8.24,86.49,Medium,Instagram Reels
5546,41,3.06,3.0,8.18,1.56,8.49,82.19,High,YouTube Shorts
5547,35,1.81,10.17,5.56,8.24,1.37,74.04,Low,YouTube Shorts
5548,19,4.29,2.87,4.66,1.56,7.28,70.38,High,TikTok
5549,20,3.61,4.92,4.22,1.96,8.17,82.91,Low,Instagram Reels
5550,31,0.93,2.46,7.22,3.93,4.57,43.43,High,Instagram Reels
5551,15,1.39,9.81,6.76,4.88,5.89,89.93,Low,YouTube Shorts
5552,39,2.63,2.39,5.15,4.19,3.39,52.07,Medium,YouTube Shorts
5553,33,1.52,5.08,8.16,2.49,3.79,68.67,High,Instagram Reels
5554,18,4.86,7.73,7.68,2.01,5.51,69.21,High,TikTok
5555,31,2.79,6.1,5.38,8.73,2.36,86.63,High,YouTube Shorts
5556,23,1.01,4.82,7.77,4.27,4.33,51.58,Low,Instagram Reels
5557,38,3.16,4.75,5.22,2.97,3.71,57.98,Low,Instagram Reels
5558,16,1.0,9.98,7.38,5.38,3.14,79.79,High,YouTube Shorts
5559,22,1.21,11.74,4.59,1.33,5.35,64.77,Low,Instagram Reels
5560,29,1.82,5.48,7.46,6.4,8.55,57.93,Medium,TikTok
5561,21,5.23,2.39,5.19,3.24,3.18,77.29,High,YouTube Shorts
5562,41,5.59,2.37,6.86,6.38,6.94,45.19,Medium,TikTok
5563,20,5.04,9.59,4.86,6.53,3.29,87.39,High,TikTok
5564,15,2.34,7.52,7.63,8.28,2.28,71.48,High,TikTok
5565,29,2.0,9.84,4.3,3.07,9.49,52.36,High,TikTok
5566,37,3.52,8.97,4.83,5.17,6.7,64.51,Medium,TikTok
5567,40,4.47,11.08,4.92,9.66,1.94,47.86,Low,YouTube Shorts
5568,21,5.96,10.86,4.21,7.54,6.69,76.99,Medium,Instagram Reels
5569,43,1.22,9.88,7.73,9.78,2.59,80.16,Medium,YouTube Shorts
5570,44,0.77,6.75,8.9,9.35,8.99,64.32,Medium,Instagram Reels
5571,39,4.32,5.08,7.89,6.5,3.23,60.38,High,Instagram Reels
5572,31,5.08,7.07,8.3,3.38,8.26,90.99,Low,Instagram Reels
5573,16,5.15,7.02,4.03,7.81,2.79,74.56,Low,TikTok
5574,41,4.23,8.1,4.59,7.28,6.02,80.02,Low,TikTok
5575,23,5.75,3.86,6.8,6.3,9.21,47.65,Low,Instagram Reels
5576,43,3.31,8.56,8.89,7.28,3.66,82.8,Medium,Instagram Reels
5577,23,5.53,6.57,7.3,6.52,1.73,66.68,Low,Instagram Reels
5578,27,5.82,8.2,5.87,5.67,5.97,62.0,Medium,Instagram Reels
5579,20,5.16,4.4,4.73,4.74,2.55,95.76,Medium,TikTok
5580,20,2.2,6.34,4.76,1.4,7.56,43.24,Low,YouTube Shorts
5581,34,1.58,4.1,5.81,8.79,6.32,51.74,Low,YouTube Shorts
5582,34,3.51,10.75,7.57,8.79,4.12,62.5,Medium,TikTok
5583,35,2.99,6.88,4.16,6.35,7.35,59.44,Low,YouTube Shorts
5584,17,5.33,4.25,8.26,3.41,3.15,70.64,High,TikTok
5585,31,1.05,2.41,8.71,1.25,9.25,64.05,Low,TikTok
5586,31,1.92,8.76,8.44,1.01,4.12,87.3,Low,Instagram Reels
5587,26,4.63,4.15,8.57,1.66,7.87,86.08,High,Instagram Reels
5588,30,1.02,11.9,4.08,4.24,3.33,86.34,Low,Instagram Reels
5589,29,2.26,7.34,8.89,2.7,7.43,62.16,Low,TikTok
5590,27,2.63,4.89,5.83,3.39,1.28,64.44,Low,YouTube Shorts
5591,37,3.92,8.58,8.35,7.3,3.66,83.23,Low,TikTok
5592,15,1.37,4.75,4.93,9.63,1.84,47.45,Low,YouTube Shorts
5593,31,5.23,10.2,6.23,2.86,5.06,91.12,Low,TikTok
5594,17,2.96,5.08,4.22,5.19,4.92,72.48,High,Instagram Reels
5595,40,5.54,11.88,4.2,9.92,4.23,90.91,Low,TikTok
5596,29,3.07,8.05,8.72,9.39,9.83,87.62,High,TikTok
5597,18,2.01,10.44,8.05,4.17,3.2,62.46,Medium,TikTok
5598,18,1.28,2.73,6.65,3.88,8.12,46.09,Medium,YouTube Shorts
5599,32,0.52,5.48,6.63,3.18,5.03,95.25,High,YouTube Shorts
5600,31,3.43,9.37,7.74,2.4,4.01,60.68,Low,Instagram Reels
5601,33,1.09,8.55,5.71,5.14,2.83,62.42,High,TikTok
5602,25,2.65,3.94,7.81,4.07,6.7,94.54,High,Instagram Reels
5603,34,3.74,5.56,6.43,7.7,4.0,95.04,High,TikTok
5604,17,2.02,4.63,7.19,3.13,8.32,55.77,High,Instagram Reels
5605,22,1.46,8.13,8.82,7.63,9.72,45.34,High,Instagram Reels
5606,28,4.76,5.45,6.36,3.59,3.04,40.07,Low,YouTube Shorts
5607,40,5.71,5.09,6.09,6.33,2.16,66.3,Medium,YouTube Shorts
5608,15,1.05,4.07,8.53,6.75,3.84,74.11,High,TikTok
5609,28,1.36,6.09,8.51,7.05,5.2,56.22,Low,YouTube Shorts
5610,16,5.78,3.96,8.96,2.58,3.71,55.58,High,TikTok
5611,43,0.71,11.63,6.75,3.54,9.73,61.41,High,TikTok
5612,37,5.88,3.55,5.72,3.22,8.01,55.79,High,YouTube Shorts
5613,18,0.53,11.13,5.2,6.19,9.7,91.51,Medium,TikTok
5614,38,5.31,6.28,4.17,1.68,4.36,78.57,Low,TikTok
5615,41,2.19,5.78,7.63,5.66,3.74,89.74,Low,TikTok
5616,43,5.66,4.31,5.17,1.79,4.67,91.63,High,YouTube Shorts
5617,33,2.24,8.36,7.03,4.03,5.71,66.1,Low,YouTube Shorts
5618,20,4.1,8.86,8.58,7.18,7.67,68.65,Medium,YouTube Shorts
5619,39,0.94,6.68,8.75,4.71,8.93,98.67,High,YouTube Shorts
5620,15,1.83,2.56,4.02,3.52,5.17,89.01,High,YouTube Shorts
5621,31,4.76,11.19,5.59,6.54,3.6,87.87,High,YouTube Shorts
5622,22,3.41,11.8,8.19,7.66,3.87,75.02,High,Instagram Reels
5623,33,5.6,6.31,6.68,3.29,7.27,67.67,High,TikTok
5624,35,2.86,8.14,8.04,3.69,6.11,93.68,Low,YouTube Shorts
5625,15,5.28,6.5,8.27,6.76,5.38,88.27,Medium,TikTok
5626,19,2.97,5.22,6.21,9.69,2.82,71.01,High,Instagram Reels
5627,41,5.89,2.77,5.79,2.92,8.88,56.23,Medium,Instagram Reels
5628,30,5.78,6.56,6.28,6.89,8.03,48.84,High,Instagram Reels
5629,20,2.31,10.18,7.26,9.16,2.27,73.16,Low,YouTube Shorts
5630,22,5.37,2.17,5.84,5.16,4.31,57.76,Medium,YouTube Shorts
5631,27,5.16,7.82,7.87,3.85,5.88,55.85,Medium,Instagram Reels
5632,30,1.66,10.81,8.52,7.0,5.09,46.35,High,TikTok
5633,44,3.93,4.18,5.41,1.28,4.58,42.07,High,YouTube Shorts
5634,17,0.9,3.83,8.82,4.24,7.47,87.0,Medium,Instagram Reels
5635,33,5.1,9.72,7.11,3.32,1.49,46.48,Low,TikTok
5636,26,1.46,4.55,8.39,3.02,5.24,93.32,High,YouTube Shorts
5637,30,0.89,3.92,4.52,2.62,3.36,52.83,High,Instagram Reels
5638,41,2.7,5.78,5.26,7.63,1.76,85.58,High,Instagram Reels
5639,25,3.67,5.93,5.61,9.6,5.18,89.38,High,TikTok
5640,24,5.2,10.74,5.51,4.46,2.54,87.55,Medium,Instagram Reels
5641,39,5.86,8.18,4.86,1.44,3.32,92.37,Medium,Instagram Reels
5642,34,2.92,6.06,8.34,7.47,5.56,60.38,High,TikTok
5643,18,0.83,7.34,6.09,5.84,9.76,99.15,High,Instagram Reels
5644,26,4.62,11.54,8.82,7.51,7.16,56.78,Low,YouTube Shorts
5645,37,3.61,3.13,6.92,6.83,3.52,96.06,High,Instagram Reels
5646,16,2.96,4.08,4.69,9.15,4.44,66.25,Low,TikTok
5647,38,2.2,11.63,6.73,2.26,4.66,43.42,Low,YouTube Shorts
5648,36,3.26,11.57,8.97,2.52,2.38,87.09,High,YouTube Shorts
5649,33,2.36,3.77,6.83,4.07,2.45,87.24,High,TikTok
5650,39,4.66,3.45,4.01,5.42,2.34,51.84,High,YouTube Shorts
5651,19,3.49,6.21,8.67,9.33,5.69,89.41,Low,YouTube Shorts
5652,22,5.32,2.5,5.17,9.16,7.07,49.45,Medium,TikTok
5653,21,3.49,8.55,7.44,8.85,6.32,49.09,Low,TikTok
5654,28,1.81,2.77,6.58,3.0,9.8,88.54,High,YouTube Shorts
5655,38,5.18,2.58,5.63,7.57,2.13,57.41,Low,TikTok
5656,37,3.56,6.85,5.41,4.45,9.88,44.61,Medium,Instagram Reels
5657,17,1.64,11.58,8.64,9.38,5.2,97.38,Medium,YouTube Shorts
5658,32,3.93,6.27,8.56,2.93,2.97,73.42,Low,Instagram Reels
5659,30,2.47,5.56,6.57,2.27,9.49,66.88,Low,YouTube Shorts
5660,37,5.14,11.98,5.29,8.58,5.22,70.25,High,Instagram Reels
5661,33,2.99,7.32,4.51,7.45,4.13,80.23,Medium,YouTube Shorts
5662,33,4.5,5.75,4.78,8.39,2.92,91.7,Low,YouTube Shorts
5663,32,1.03,5.86,6.61,2.42,3.41,80.35,Low,Instagram Reels
5664,34,2.68,3.95,5.54,8.96,9.81,84.37,Low,Instagram Reels
5665,30,5.91,7.12,4.21,7.1,3.74,50.81,Low,YouTube Shorts
5666,22,4.95,6.39,6.28,6.86,9.8,63.05,High,Instagram Reels
5667,42,1.38,4.71,7.73,6.24,3.97,75.09,High,Instagram Reels
5668,15,2.03,3.61,8.46,7.88,3.08,77.16,Low,YouTube Shorts
5669,31,2.31,5.11,6.93,4.74,2.65,56.24,High,Instagram Reels
5670,26,4.08,7.09,7.62,2.2,4.71,98.5,Low,YouTube Shorts
5671,44,4.66,2.58,5.82,5.85,3.13,47.09,Low,YouTube Shorts
5672,35,4.62,3.54,6.48,7.73,7.27,46.74,Medium,YouTube Shorts
5673,25,3.3,11.48,7.65,2.38,3.16,53.75,Medium,Instagram Reels
5674,19,4.96,7.43,7.64,3.02,8.52,85.23,High,YouTube Shorts
5675,41,2.9,2.63,6.12,7.27,8.51,42.19,Low,YouTube Shorts
5676,26,1.18,8.93,6.72,3.43,3.57,99.27,High,Instagram Reels
5677,31,3.6,2.62,8.62,2.53,7.78,99.26,Medium,YouTube Shorts
5678,20,5.74,9.39,7.16,9.0,8.72,49.58,High,Instagram Reels
5679,15,4.86,9.5,7.21,2.45,6.31,64.07,Low,TikTok
5680,19,3.68,8.51,7.92,4.1,4.3,52.24,High,TikTok
5681,39,4.06,9.32,4.58,4.86,4.97,64.48,Low,Instagram Reels
5682,42,5.62,2.88,6.61,5.29,8.08,71.97,Medium,YouTube Shorts
5683,28,2.86,9.27,8.8,4.25,3.64,89.36,Medium,TikTok
5684,19,2.32,3.37,5.81,9.21,4.01,42.15,High,TikTok
5685,36,5.87,5.4,5.47,6.93,2.45,99.21,High,Instagram Reels
5686,38,5.25,11.43,7.01,4.24,4.59,96.43,Low,Instagram Reels
5687,41,2.28,7.03,5.11,4.22,1.78,74.23,High,TikTok
5688,15,3.05,11.67,6.78,5.53,3.89,68.85,High,TikTok
5689,44,2.78,2.89,4.78,1.3,4.36,73.04,Low,YouTube Shorts
5690,32,1.32,6.78,6.9,9.34,3.3,41.11,Medium,YouTube Shorts
5691,30,5.77,2.62,7.01,3.01,1.91,84.26,High,Instagram Reels
5692,23,2.72,8.3,6.09,7.28,5.7,69.79,High,TikTok
5693,33,5.31,2.79,5.91,8.0,8.79,57.16,Medium,YouTube Shorts
5694,36,1.54,3.75,5.23,8.45,4.02,67.69,Low,YouTube Shorts
5695,19,3.51,4.59,5.65,2.49,3.13,57.55,High,Instagram Reels
5696,41,0.63,9.49,6.49,5.83,3.57,82.0,Low,TikTok
5697,16,4.7,3.64,5.24,1.75,8.76,76.87,High,TikTok
5698,44,3.7,10.47,7.91,8.24,5.75,63.29,Low,Instagram Reels
5699,29,3.94,3.32,7.55,5.38,2.18,58.85,High,YouTube Shorts
5700,21,0.78,2.35,5.35,2.43,7.38,92.68,Low,Instagram Reels
5701,18,1.66,5.95,4.49,7.47,2.39,80.93,Low,Instagram Reels
5702,15,0.91,11.79,4.0,3.98,1.54,82.95,High,TikTok
5703,27,2.09,3.1,6.98,2.03,3.3,77.12,High,TikTok
5704,34,3.95,3.02,5.06,5.15,2.51,44.51,High,Instagram Reels
5705,36,3.61,9.51,4.06,3.12,6.44,43.56,High,YouTube Shorts
5706,21,3.87,5.12,5.8,9.55,5.36,65.75,Medium,YouTube Shorts
5707,29,3.52,9.17,8.81,4.25,7.52,95.83,High,YouTube Shorts
5708,37,2.0,4.0,7.45,6.15,5.6,71.48,Low,Instagram Reels
5709,28,1.84,6.6,8.29,9.54,4.77,92.55,High,Instagram Reels
5710,37,1.25,4.65,4.72,4.54,5.74,45.79,High,TikTok
5711,33,5.17,6.52,4.37,4.22,4.91,83.46,Medium,Instagram Reels
5712,36,3.89,9.69,4.06,2.46,1.33,54.72,Medium,TikTok
5713,43,1.53,9.62,8.78,9.44,7.13,71.47,Medium,YouTube Shorts
5714,38,1.47,7.16,5.5,8.21,9.66,57.58,Low,Instagram Reels
5715,34,5.3,11.28,6.3,2.99,4.8,82.74,Medium,TikTok
5716,43,4.59,4.64,5.97,3.99,4.81,64.05,Medium,YouTube Shorts
5717,38,4.13,4.4,7.65,9.23,1.41,67.73,High,TikTok
5718,32,2.74,8.14,5.55,5.84,9.01,54.72,Low,Instagram Reels
5719,24,1.94,8.21,6.68,6.01,9.36,56.89,High,YouTube Shorts
5720,23,5.89,2.47,8.98,6.83,8.32,50.77,Low,YouTube Shorts
5721,39,4.88,8.08,6.22,7.86,1.96,73.23,Low,YouTube Shorts
5722,22,2.16,5.74,6.76,9.45,9.1,48.7,Medium,Instagram Reels
5723,40,5.16,9.47,6.51,8.22,1.22,56.09,High,Instagram Reels
5724,44,4.67,10.08,8.02,9.41,5.0,71.83,Medium,Instagram Reels
5725,43,2.13,7.52,5.33,8.39,5.51,56.49,Low,YouTube Shorts
5726,24,2.85,2.02,4.85,1.42,8.51,75.31,Low,Instagram Reels
5727,31,1.52,8.36,7.77,2.06,7.76,40.85,Low,TikTok
5728,16,1.11,9.49,6.08,8.96,8.17,98.39,Medium,TikTok
5729,20,4.48,4.49,8.57,1.25,8.81,83.8,Low,YouTube Shorts
5730,40,1.97,6.65,7.22,8.15,5.28,70.23,High,TikTok
5731,19,5.01,11.66,6.82,8.65,8.02,95.25,High,TikTok
5732,42,5.98,4.98,4.35,4.74,1.61,92.19,Medium,Instagram Reels
5733,44,0.92,4.23,7.65,4.19,5.0,61.99,Medium,YouTube Shorts
5734,23,3.1,4.11,7.43,2.75,1.27,46.97,High,Instagram Reels
5735,19,4.91,7.59,7.2,1.44,9.24,55.13,Medium,TikTok
5736,32,4.84,11.5,5.34,7.71,9.63,52.52,High,TikTok
5737,40,4.68,8.09,8.73,1.66,1.76,85.0,High,TikTok
5738,34,2.42,5.03,5.61,9.5,5.79,72.89,Medium,YouTube Shorts
5739,23,3.0,8.39,4.76,3.67,3.93,91.01,Medium,TikTok
5740,31,3.77,8.25,8.94,8.15,4.08,69.38,Medium,TikTok
5741,41,5.86,7.97,7.73,1.54,5.06,86.19,High,YouTube Shorts
5742,31,2.3,3.59,6.07,5.83,2.13,59.41,Medium,Instagram Reels
5743,26,5.58,8.35,8.68,4.14,2.63,76.13,Medium,YouTube Shorts
5744,21,1.98,6.3,4.46,1.27,6.2,78.36,High,YouTube Shorts
5745,41,5.94,2.19,4.44,6.9,1.17,85.56,Medium,Instagram Reels
5746,17,4.19,7.4,7.41,9.49,6.4,87.97,Low,YouTube Shorts
5747,24,3.05,11.89,4.89,1.1,3.87,56.59,Low,Instagram Reels
5748,16,3.87,5.5,8.59,3.43,8.49,63.1,Medium,TikTok
5749,39,2.0,11.66,8.2,7.33,6.4,52.43,High,YouTube Shorts
5750,17,2.01,2.96,5.53,8.84,7.37,84.87,High,Instagram Reels
5751,30,1.12,9.32,8.44,2.72,2.03,56.24,Medium,YouTube Shorts
5752,16,1.13,3.14,4.21,1.64,3.39,63.46,Medium,Instagram Reels
5753,42,2.41,4.74,6.74,1.08,9.97,88.18,High,Instagram Reels
5754,38,4.7,7.71,8.68,2.94,4.9,60.39,High,Instagram Reels
5755,24,3.84,7.93,8.28,1.64,4.23,57.49,High,TikTok
5756,20,1.06,9.75,5.78,4.23,8.86,79.07,Medium,YouTube Shorts
5757,36,5.19,8.15,4.91,4.96,1.3,98.52,High,Instagram Reels
5758,40,3.81,7.94,5.05,5.32,5.81,43.76,Medium,TikTok
5759,25,5.78,11.12,6.57,2.28,2.89,90.09,Low,TikTok
5760,37,4.19,6.52,6.98,5.18,4.31,47.3,Low,Instagram Reels
5761,21,1.46,4.25,4.16,1.08,2.8,60.69,Medium,TikTok
5762,41,3.11,3.62,6.07,3.15,1.34,65.0,Medium,YouTube Shorts
5763,43,4.07,6.0,8.15,4.32,4.75,83.12,Medium,YouTube Shorts
5764,29,0.66,9.13,6.22,2.07,8.1,95.59,Medium,YouTube Shorts
5765,20,0.58,2.43,4.85,8.33,9.57,46.12,High,Instagram Reels
5766,34,1.21,3.29,8.77,2.81,6.61,84.69,Low,Instagram Reels
5767,41,1.88,3.06,5.33,7.79,4.5,59.34,Medium,Instagram Reels
5768,23,2.86,7.85,7.99,5.27,7.93,94.11,Medium,YouTube Shorts
5769,36,3.18,4.43,4.97,5.32,5.55,56.69,Medium,YouTube Shorts
5770,34,1.26,3.66,6.12,6.81,4.31,81.63,Medium,TikTok
5771,26,4.2,7.93,6.45,1.4,2.61,49.89,Medium,Instagram Reels
5772,33,3.78,9.61,6.5,1.71,8.17,97.48,High,Instagram Reels
5773,34,2.12,5.32,6.58,3.94,5.5,40.26,Medium,TikTok
5774,17,0.58,7.78,5.12,4.75,9.67,53.97,Medium,TikTok
5775,29,0.93,2.98,6.58,4.87,8.22,80.56,Medium,Instagram Reels
5776,16,2.65,11.35,6.41,7.09,4.78,91.21,Medium,YouTube Shorts
5777,44,1.35,5.37,5.04,1.01,7.67,99.61,Medium,YouTube Shorts
5778,35,2.57,11.98,8.94,9.63,5.08,50.4,Medium,Instagram Reels
5779,16,3.96,11.79,8.33,2.57,1.72,58.43,Medium,YouTube Shorts
5780,36,3.51,9.79,8.44,3.24,5.65,93.51,Low,Instagram Reels
5781,17,1.77,2.2,7.43,9.15,8.79,41.95,Low,Instagram Reels
5782,20,2.39,7.43,4.8,1.05,8.7,84.0,Medium,YouTube Shorts
5783,29,3.88,2.87,6.84,9.92,6.17,65.38,Low,YouTube Shorts
5784,41,5.23,10.95,8.11,1.32,4.42,81.33,Medium,Instagram Reels
5785,24,4.64,9.9,4.19,2.08,1.09,71.49,Medium,Instagram Reels
5786,23,3.54,11.72,6.48,3.16,3.8,77.63,High,Instagram Reels
5787,15,2.49,8.08,5.98,4.95,9.91,80.0,High,Instagram Reels
5788,30,2.51,7.22,5.06,5.67,7.54,77.87,Medium,TikTok
5789,20,5.34,7.19,5.89,1.94,7.46,79.87,Medium,TikTok
5790,23,0.72,5.86,8.92,1.66,7.85,74.1,High,Instagram Reels
5791,41,5.93,6.69,7.62,1.29,6.58,82.83,Medium,Instagram Reels
5792,18,4.15,8.35,5.5,3.31,6.27,86.56,High,YouTube Shorts
5793,41,4.25,11.33,7.03,9.29,5.08,87.28,Medium,Instagram Reels
5794,42,0.71,7.96,5.23,4.51,5.0,91.21,High,Instagram Reels
5795,16,3.83,10.57,7.05,7.88,8.84,58.98,Low,YouTube Shorts
5796,43,3.17,10.63,8.48,2.71,4.54,84.75,High,YouTube Shorts
5797,18,1.08,7.19,6.78,1.58,8.56,96.8,Medium,Instagram Reels
5798,15,2.03,5.47,7.67,5.99,8.54,62.05,Low,YouTube Shorts
5799,33,5.4,8.4,6.27,8.4,7.94,86.66,Medium,TikTok
5800,40,3.52,6.46,6.62,9.09,1.34,57.49,High,TikTok
5801,39,2.77,2.81,7.48,5.92,2.33,50.53,Medium,TikTok
5802,24,0.9,5.78,8.06,3.65,3.83,66.79,Low,TikTok
5803,35,4.43,11.94,7.3,1.99,8.63,88.39,Low,TikTok
5804,29,4.37,2.49,8.89,7.01,8.86,58.43,High,TikTok
5805,41,3.88,8.97,8.1,3.52,1.37,57.7,Medium,TikTok
5806,36,3.31,10.41,7.89,8.6,3.92,56.66,Low,YouTube Shorts
5807,33,2.89,8.49,8.23,6.45,8.65,53.09,Medium,YouTube Shorts
5808,30,3.76,7.7,5.41,8.73,3.25,76.67,High,YouTube Shorts
5809,35,1.78,9.08,6.16,6.1,9.78,54.6,Low,YouTube Shorts
5810,41,5.68,6.29,6.82,7.95,5.4,96.09,Low,YouTube Shorts
5811,38,3.74,2.91,6.31,3.65,9.44,60.76,High,TikTok
5812,36,2.21,11.62,8.24,5.53,4.86,72.54,Low,Instagram Reels
5813,18,2.97,6.32,4.14,1.17,3.91,64.55,Low,Instagram Reels
5814,16,4.93,8.65,5.05,6.47,4.26,97.76,Low,YouTube Shorts
5815,44,1.39,7.31,8.41,5.8,8.96,65.44,High,Instagram Reels
5816,39,2.11,2.55,4.3,7.8,3.98,73.82,Low,Instagram Reels
5817,27,4.24,11.53,5.13,7.56,7.02,85.81,Medium,TikTok
5818,42,2.24,9.93,5.76,6.65,5.23,50.28,Low,TikTok
5819,15,4.86,3.49,7.75,1.51,9.48,41.96,Low,Instagram Reels
5820,31,1.22,11.82,6.8,9.13,2.43,67.3,Low,TikTok
5821,27,4.69,9.37,8.77,1.16,4.86,73.04,High,TikTok
5822,18,0.88,6.72,5.14,8.23,2.12,57.22,Medium,Instagram Reels
5823,21,0.57,8.11,8.36,5.31,6.2,67.75,High,TikTok
5824,31,5.44,3.07,5.41,8.36,4.63,76.91,High,YouTube Shorts
5825,23,3.7,7.6,5.23,5.19,1.55,98.4,Low,YouTube Shorts
5826,18,2.44,2.74,6.49,6.82,8.65,76.11,High,Instagram Reels
5827,33,1.78,7.45,4.36,4.27,4.38,66.93,Low,Instagram Reels
5828,15,3.89,7.53,5.92,7.69,5.44,41.35,Medium,YouTube Shorts
5829,24,3.3,10.74,5.78,3.29,4.67,58.63,Medium,TikTok
5830,18,5.95,9.25,4.8,7.47,5.4,61.51,Medium,Instagram Reels
5831,23,5.91,4.5,8.3,2.74,1.15,68.62,Low,TikTok
5832,27,3.99,10.88,5.93,7.5,8.34,86.93,High,TikTok
5833,28,2.94,7.73,8.91,3.64,3.99,86.55,Medium,Instagram Reels
